Name,Iterations per Second,Average,Standard Deviation,Standard Deviation Iterations Per Second,Standard Deviation Ratio,Median
get 10000,4775.609801886573,209.39734222108277,126.08076150027121,2875.4544544997375,0.6021125204500184,207.0
at_most 10000,1914.8603002035659,522.231308411215,161.20953787864448,591.1053954944193,0.3086937440979793,461.0
put 10000,1857.4924642672518,538.3601921607162,456.4843328562919,1574.9979673153439,0.8479162083366261,522.0
delete 10000,1819.6470781006399,549.5571157918199,475.01538661056986,1572.8308040436716,0.8643603602987692,519.0
pop 10000,1070.051090053472,934.5348173515981,919.40797633371,1052.7307158740189,0.9838135072797433,830.0
get 100000,509.7552302651397,1961.725825706327,1145.3296694700482,297.6143667680919,0.5838377893902007,1955.0
at_most 100000,217.09298267260567,4606.321161048689,304.1972964544352,14.336624846453725,0.06603909840823621,4549.5
delete 100000,183.85170537642728,5439.166299559472,1490.8310494281939,50.392250534369836,0.27409183086550215,5380.5
put 100000,165.0732540414591,6057.916564417178,2088.94381929124,56.92200447025702,0.34482875376019867,5435.0
pop 100000,111.14279834360589,8997.434065934065,3079.2125962144396,38.0366560210657,0.3422323046381527,8499.0
get 1000000,50.10244524373007,19959.10569105691,11361.900355129257,28.52126739639688,0.5692589904075809,19276.0
at_most 1000000,21.966019787722825,45524.86111111111,838.2042805277612,0.4044386157991598,0.018412011812226778,45286.5
put 1000000,18.732219662152204,53383.95652173913,5200.031287349528,1.824670456657305,0.09740812832469545,52745.5
delete 1000000,18.5337332274806,53955.67032967033,5011.609280822395,1.721484116194015,0.09288382945112816,53358.0
pop 1000000,11.781348100391968,84879.9298245614,8899.2163204342,1.2352126764057019,0.10484476529172465,83530.0
get 10000000,4.786746456411488,208910.16666666666,108296.55782682518,2.4813927090788654,0.5183881644191173,216244.0
at_most 10000000,2.2004674232900556,454448.9,266.8259545096766,0.0012919864490525063,5.871418205868175e-4,454359.0
delete 10000000,1.450503635583755,689415.7142857143,56969.86724003259,0.11986236727430431,0.08263499955039114,690007.0
put 10000000,1.4174066035353767,705513.8571428572,60542.307026759794,0.12163200609625953,0.08581306577299556,697953.0
pop 10000000,0.9585914840170447,1043197.25,37943.32277473205,0.03486602949458324,0.03637214608716813,1040672.5
